統計期,統計區,總計 (公噸),一般垃圾 (公噸),巨大垃圾 (公噸),資源垃圾 (公噸),廚餘 (公噸),平均每人每日一般廢棄物產生量 (公斤)
2007-06-01,南投縣,14434,8516,107,4364,1448,0.902
2019-03-01,臺東縣,7667,2742,39,4205,680,1.132
2007-06-01,雲林縣,15812,11050,251,3051,1459,0.725
2019-03-01,花蓮縣,11813,4680,34,6493,605,1.163
2007-06-01,嘉義縣,16214,12478,184,2575,978,0.979
2019-03-01,澎湖縣,3628,1333,42,1874,379,1.119
2007-06-01,屏東縣,27180,20343,202,5179,1457,1.017
2019-03-01,基隆市,17058,7210,213,8895,740,1.488
2007-06-01,臺東縣,6193,4046,184,1495,468,0.879
2019-03-01,新竹市,15326,5921,283,8302,820,1.108
2007-06-01,花蓮縣,9089,4640,124,3165,1160,0.883
2019-03-01,嘉義市,12196,5537,171,6315,172,1.465
2007-06-01,澎湖縣,2679,1579,2,823,274,0.97
2019-03-01,金門縣,2606,622,65,1452,466,0.603
2007-06-01,基隆市,12567,6639,556,4672,700,1.073
2019-03-01,連江縣,653,170,37,296,151,1.614
2007-06-01,新竹市,14714,8952,105,4492,1166,1.236
2019-04-01,新北市,109872,44390,3985,50626,10872,0.916
2007-06-01,嘉義市,9937,6870,335,1912,819,1.215
2019-04-01,臺北市,66903,19824,955,40488,5636,0.838
2007-06-01,金門縣,1516,1017,10,382,107,0.641
2019-04-01,桃園市,98145,38433,237,56608,2866,1.467
2007-06-01,連江縣,971,249,165,226,330,3.301
2019-04-01,臺中市,96541,50321,890,41976,3354,1.146
2007-07-01,新北市,108936,69851,4165,0,7200,0.929
2019-04-01,臺南市,71784,28563,2100,36057,5064,1.271
2007-07-01,臺北市,84956,41568,1740,0,6829,1.043
2019-04-01,高雄市,110406,49990,1033,58663,720,1.327
2007-07-01,桃園市,62581,32736,673,0,7650,1.05
2019-04-01,宜蘭縣,14776,5537,405,7885,950,1.083
2007-07-01,臺中市,64228,38264,1404,0,5884,0.799
2019-04-01,新竹縣,18200,7533,108,9866,693,1.087
2007-07-01,臺中市(舊),27094,13615,662,0,2726,0.836
2019-04-01,苗栗縣,18939,8120,279,9216,1324,1.153
2007-07-01,臺中縣,37134,24649,742,0,3158,0.775
2019-04-01,彰化縣,49753,21364,508,26655,1225,1.3
2007-07-01,臺南市,63855,33701,1449,0,7291,1.103
2019-04-01,南投縣,15903,7686,99,7485,632,1.069
2007-07-01,臺南市(舊),35289,13645,467,0,5770,1.492
2019-04-01,雲林縣,19326,9150,170,8816,1190,0.942
2007-07-01,臺南縣,28567,20056,982,0,1522,0.834
2019-04-01,嘉義縣,16106,6275,137,8805,889,1.062
2007-07-01,高雄市,91640,55783,1928,0,5540,1.071
2019-04-01,屏東縣,33470,17041,526,14901,1002,1.356
2007-07-01,高雄市(舊),52980,30830,1223,0,3242,1.127
2019-04-01,臺東縣,7627,2865,36,4271,455,1.165
2007-07-01,高雄縣,38660,24953,706,0,2298,1.002
2019-04-01,花蓮縣,11627,4790,41,6150,645,1.184
2007-07-01,宜蘭縣,14275,6839,390,0,2263,1.001
2019-04-01,澎湖縣,3285,973,39,1876,398,1.047
2007-07-01,新竹縣,11485,7087,203,0,888,0.753
2019-04-01,基隆市,17258,7558,281,8814,605,1.556
2007-07-01,苗栗縣,14447,9974,175,0,928,0.832
2019-04-01,新竹市,15571,6096,290,8345,840,1.162
2007-07-01,彰化縣,35258,23227,892,0,3530,0.866
2019-04-01,嘉義市,12622,5770,128,6388,337,1.567
2007-07-01,南投縣,14724,8576,212,0,1484,0.89
2019-04-01,金門縣,2624,648,48,1428,500,0.627
2007-07-01,雲林縣,15183,10711,234,0,1376,0.674
2019-04-01,連江縣,803,168,47,309,279,2.05
2007-07-01,嘉義縣,14949,11393,209,0,939,0.874
2019-05-01,新北市,104212,42184,3964,47401,10664,0.84
2007-07-01,屏東縣,25852,19218,216,0,1301,0.936
2019-05-01,臺北市,69555,20516,907,42398,5734,0.844
2007-07-01,臺東縣,6093,4009,74,0,487,0.838
2019-05-01,桃園市,98777,37593,191,58080,2914,1.428
2007-07-01,花蓮縣,9569,4896,132,0,1197,0.9
2019-05-01,臺中市,103946,55054,1010,44604,3277,1.194
2007-07-01,澎湖縣,2738,1588,4,0,289,0.959
2019-05-01,臺南市,76343,32681,2138,36473,5051,1.308
2007-07-01,基隆市,11838,6333,588,0,654,0.978
2019-05-01,高雄市,115175,53662,994,59531,988,1.34
2007-07-01,新竹市,24718,8553,111,0,1110,2.008
2019-05-01,宜蘭縣,15801,5955,422,8401,1023,1.121
2007-07-01,嘉義市,9814,6366,340,0,790,1.161
2019-05-01,新竹縣,19989,7687,134,11479,689,1.154
2007-07-01,金門縣,1521,983,10,0,105,0.619
2019-05-01,苗栗縣,18060,8519,365,7766,1411,1.065
2007-07-01,連江縣,932,234,157,0,312,3.059
2019-05-01,彰化縣,53460,23590,598,27919,1353,1.352
2007-08-01,新北市,111406,72265,4288,0,6957,0.95
2019-05-01,南投縣,16537,7975,109,7838,614,1.076
2007-08-01,臺北市,87780,43102,1834,0,7034,1.078
2019-05-01,雲林縣,19045,8909,164,8751,1221,0.899
2007-08-01,桃園市,62808,32630,775,0,8900,1.052
2019-05-01,嘉義縣,16452,6400,122,8988,943,1.05
2007-08-01,臺中市,63963,37419,1533,0,5561,0.795
2019-05-01,屏東縣,28881,12370,377,15132,1003,1.133
2007-08-01,臺中市(舊),26355,12726,716,0,2457,0.812
2019-05-01,臺東縣,7431,2939,38,4121,332,1.099
2007-08-01,臺中縣,37608,24693,817,0,3104,0.784
2019-05-01,花蓮縣,11799,4987,31,6245,536,1.163
2007-08-01,臺南市,65309,34573,1404,0,6847,1.128
2019-05-01,澎湖縣,3490,1261,41,1814,374,1.075
2007-08-01,臺南市(舊),35670,13995,375,0,5234,1.508
2019-05-01,基隆市,17120,7411,243,8865,601,1.494
2007-08-01,臺南縣,29639,20579,1030,0,1613,0.865
2019-05-01,新竹市,16067,6510,326,8357,874,1.16
2007-08-01,高雄市,91760,55085,2139,0,5381,1.072
2019-05-01,嘉義市,12804,5767,230,6481,326,1.538
2007-08-01,高雄市(舊),52395,29968,1172,0,3175,1.114
2019-05-01,金門縣,2635,651,46,1415,523,0.61
2007-08-01,高雄縣,39366,25117,967,0,2206,1.021
2019-05-01,連江縣,848,200,46,321,281,2.093
2007-08-01,宜蘭縣,14307,6875,536,0,2329,1.003
2019-06-01,新北市,104109,41685,3661,48523,10241,0.867
2007-08-01,新竹縣,11753,6967,211,0,895,0.769
2019-06-01,臺北市,67457,21198,922,40095,5242,0.846
2007-08-01,苗栗縣,14430,9771,161,0,922,0.831
2019-06-01,桃園市,98160,37041,157,58051,2911,1.465
2007-08-01,彰化縣,36861,24226,867,0,3787,0.905
2019-06-01,臺中市,93295,47204,1003,41984,3105,1.107
2007-08-01,南投縣,14560,8394,203,0,1465,0.881
2019-06-01,臺南市,78894,34760,2129,37008,4996,1.397
2007-08-01,雲林縣,15542,11027,300,0,1368,0.69
2019-06-01,高雄市,111723,48744,984,59650,2345,1.343
2007-08-01,嘉義縣,15483,11775,225,0,905,0.905
2019-06-01,宜蘭縣,15804,6135,395,8362,911,1.159
2007-08-01,屏東縣,27027,20058,348,0,1411,0.979
2019-06-01,新竹縣,18972,7458,121,10706,688,1.13
2007-08-01,臺東縣,6343,4038,152,0,457,0.873
2019-06-01,苗栗縣,18372,8031,348,8645,1348,1.12
2007-08-01,花蓮縣,11107,5717,654,0,1221,1.044
2019-06-01,彰化縣,48803,22809,592,24117,1286,1.276
2007-08-01,澎湖縣,2755,1546,4,0,305,0.964
2019-06-01,南投縣,17608,7631,107,9260,610,1.185
2007-08-01,基隆市,12633,7016,489,0,799,1.044
2019-06-01,雲林縣,17993,7875,198,8782,1138,0.878
2007-08-01,新竹市,21885,8693,108,0,1036,1.777
2019-06-01,嘉義縣,16299,6245,144,8997,913,1.076
2007-08-01,嘉義市,10155,6440,391,0,762,1.201
2019-06-01,屏東縣,34300,16994,396,15957,952,1.391
2007-08-01,金門縣,1593,1068,11,0,105,0.645
2019-06-01,臺東縣,7324,2761,67,4218,278,1.121
2007-08-01,連江縣,991,244,165,0,350,3.242
2019-06-01,花蓮縣,11415,4898,25,6017,475,1.163
2007-09-01,新北市,99598,62339,3463,0,6685,0.877
2019-06-01,澎湖縣,3739,1414,36,1912,376,1.19
2007-09-01,臺北市,80601,39572,1443,0,6122,1.023
2019-06-01,基隆市,17201,7538,278,8834,550,1.552
2007-09-01,桃園市,57503,30030,666,0,7057,0.994
2019-06-01,新竹市,15610,5981,340,8422,867,1.163
2007-09-01,臺中市,60106,34908,1362,0,5153,0.772
2019-06-01,嘉義市,12493,5501,194,6459,338,1.551
2007-09-01,臺中市(舊),24919,11706,621,0,2282,0.793
2019-06-01,金門縣,2585,646,43,1411,486,0.618
2007-09-01,臺中縣,35187,23202,741,0,2871,0.758
2019-06-01,連江縣,841,181,46,333,282,2.142
2007-09-01,臺南市,62365,31687,1454,0,7371,1.113
2019-07-01,新北市,121679,51657,4687,54527,10807,0.98
2007-09-01,臺南市(舊),34523,13091,421,0,5627,1.507
2019-07-01,臺北市,68730,21618,1177,40641,5294,0.835
2007-09-01,臺南縣,27842,18597,1033,0,1744,0.84
2019-07-01,桃園市,102892,40072,121,59871,2827,1.484
2007-09-01,高雄市,86893,49129,1889,0,5312,1.049
2019-07-01,臺中市,111562,57906,1046,49382,3227,1.28
2007-09-01,高雄市(舊),50605,27096,1144,0,2988,1.111
2019-07-01,臺南市,75490,30287,2387,37766,5050,1.294
2007-09-01,高雄縣,36287,22033,745,0,2324,0.972
2019-07-01,高雄市,116213,51973,1188,61691,1361,1.352
2007-09-01,宜蘭縣,13313,6008,379,0,2251,0.964
2019-07-01,宜蘭縣,16192,6325,445,8503,918,1.149
2007-09-01,新竹縣,11617,5944,152,0,928,0.784
2019-07-01,新竹縣,19556,7933,164,10753,706,1.126
2007-09-01,苗栗縣,13834,8895,153,0,935,0.824
2019-07-01,苗栗縣,19811,8329,461,9670,1351,1.169
2007-09-01,彰化縣,33814,21506,704,0,3856,0.858
2019-07-01,彰化縣,50252,23329,652,25053,1218,1.272
2007-09-01,南投縣,13945,7777,158,0,1447,0.872
2019-07-01,南投縣,15928,7886,118,7260,664,1.038
2007-09-01,雲林縣,14497,10449,312,0,987,0.665
2019-07-01,雲林縣,18422,7665,180,9346,1231,0.87
2007-09-01,嘉義縣,14378,10762,245,0,911,0.869
2019-07-01,嘉義縣,16923,6572,165,9250,935,1.082
2007-09-01,屏東縣,24840,17779,213,0,1592,0.93
2019-07-01,屏東縣,34769,17252,947,15569,1001,1.365
2007-09-01,臺東縣,5888,3667,228,0,465,0.839
2019-07-01,臺東縣,8395,3337,52,4673,333,1.244
2007-09-01,花蓮縣,9020,4682,101,0,1065,0.875
2019-07-01,花蓮縣,11968,5132,41,6253,542,1.181
2019-07-01,澎湖縣,3968,1640,35,1897,397,1.223
2007-09-01,澎湖縣,2609,1500,4,0,277,0.944
2007-09-01,基隆市,11564,6200,437,0,758,0.988
2019-07-01,基隆市,17180,7587,350,8760,483,1.5
2007-09-01,新竹市,13144,7894,152,0,901,1.102
2019-07-01,新竹市,16293,6527,421,8492,853,1.175
2007-09-01,嘉義市,9558,5854,444,0,769,1.168
2019-07-01,嘉義市,12967,5663,221,6593,489,1.559
2007-09-01,金門縣,1473,928,9,0,97,0.614
2019-07-01,金門縣,2665,653,46,1452,514,0.617
2007-09-01,連江縣,997,254,172,0,336,3.367
2019-07-01,連江縣,855,181,46,346,282,2.11
2007-10-01,新北市,106581,67012,4236,0,6962,0.907
2019-08-01,新北市,235736,50841,4057,170375,10463,1.897
2007-10-01,臺北市,88295,45810,1655,0,6077,1.085
2019-08-01,臺北市,68713,21676,723,41056,5259,0.836
2007-10-01,桃園市,57682,30793,1029,0,6196,0.964
2019-08-01,桃園市,103803,39545,225,61181,2851,1.495
2007-10-01,臺中市,65210,37982,2439,0,5224,0.81
2019-08-01,臺中市,106928,57743,987,44565,3633,1.227
2007-10-01,臺中市(舊),28134,13756,1320,0,2286,0.865
2019-08-01,臺南市,80098,35409,1891,37801,4997,1.373
2007-10-01,臺中縣,37076,24226,1119,0,2937,0.772
2019-08-01,高雄市,114351,51924,1182,59959,1286,1.33
2007-10-01,臺南市,62369,31970,1206,0,6776,1.077
2019-08-01,宜蘭縣,16128,6257,391,8568,913,1.144
2007-10-01,臺南市(舊),33874,13296,361,0,4849,1.431
2019-08-01,新竹縣,19423,7957,178,10600,688,1.116
2007-10-01,臺南縣,28496,18674,845,0,1928,0.832
2019-08-01,苗栗縣,18837,8380,409,8632,1417,1.112
2007-10-01,高雄市,89490,51658,2222,0,5329,1.045
2019-08-01,彰化縣,54170,24378,767,27842,1184,1.372
2007-10-01,高雄市(舊),52500,28977,1402,0,2990,1.115
2019-08-01,南投縣,17296,7790,100,8726,680,1.127
2007-10-01,高雄縣,36990,22681,820,0,2339,0.959
2019-08-01,雲林縣,19991,8451,160,10167,1213,0.945
2007-10-01,宜蘭縣,15274,6696,1569,0,2313,1.071
2019-08-01,嘉義縣,17034,6426,163,9503,943,1.09
2007-10-01,新竹縣,14497,7073,311,0,982,0.946
2019-08-01,屏東縣,36750,16568,563,18572,1048,1.444
2007-10-01,苗栗縣,14750,9413,394,0,962,0.85
2019-08-01,臺東縣,8003,3313,73,4300,317,1.187
2007-10-01,彰化縣,35156,22207,800,0,4110,0.863
2019-08-01,花蓮縣,12229,5153,37,6510,528,1.207
2007-10-01,南投縣,14092,7669,184,0,1469,0.853
2019-08-01,澎湖縣,3766,1555,35,1879,297,1.16
2007-10-01,雲林縣,14782,10513,287,0,1238,0.657
2019-08-01,基隆市,16910,7529,250,8635,496,1.477
2007-10-01,嘉義縣,15126,11301,338,0,958,0.885
2019-08-01,新竹市,15907,6119,426,8498,863,1.146
2007-10-01,屏東縣,25415,18223,181,0,1799,0.921
2019-08-01,嘉義市,13354,6089,222,6634,409,1.606
2007-10-01,臺東縣,5701,3635,115,0,508,0.786
2019-08-01,金門縣,2527,627,54,1356,490,0.585
2007-10-01,花蓮縣,9640,5029,311,0,1077,0.905
2019-08-01,連江縣,840,154,47,355,284,2.074
2019-09-01,新北市,117780,48963,3905,55736,9176,0.979
2007-10-01,澎湖縣,2504,1447,4,0,224,0.876
2019-09-01,臺北市,66576,21455,695,40042,4385,0.838
2007-10-01,基隆市,12932,6489,1276,0,848,1.069
2019-09-01,桃園市,99479,35020,109,61463,2887,1.479
2007-10-01,新竹市,14768,8878,200,0,732,1.198
2019-09-01,臺中市,102047,54152,969,43597,3329,1.21
2007-10-01,嘉義市,9970,6180,480,0,785,1.179
2019-09-01,臺南市,77653,33202,1988,37443,5019,1.376
2007-10-01,金門縣,1463,906,11,0,96,0.587
2019-09-01,高雄市,107932,46407,1177,58230,2120,1.297
2007-10-01,連江縣,997,261,164,0,333,3.25
2019-09-01,宜蘭縣,14859,5626,427,7951,855,1.09
2007-11-01,新北市,96853,60467,3564,0,6693,0.851
2019-09-01,新竹縣,18315,6924,171,10543,677,1.086
2007-11-01,臺北市,81873,40017,1254,0,5937,1.039
2019-09-01,苗栗縣,20928,7377,456,11845,1250,1.277
2007-11-01,桃園市,52994,28083,672,0,6028,0.914
2019-09-01,彰化縣,48961,21498,586,25569,1307,1.282
2007-11-01,臺中市,58339,32485,1445,0,5737,0.748
2019-09-01,南投縣,15681,7553,93,7377,658,1.056
2007-11-01,臺中市(舊),25514,11484,500,0,2963,0.81
2019-09-01,雲林縣,22363,8661,164,12393,1145,1.092
2007-11-01,臺中縣,32825,21002,945,0,2773,0.706
2019-09-01,嘉義縣,16648,6339,146,9215,948,1.101
2007-11-01,臺南市,58174,29425,1336,0,6202,1.037
2007-11-01,臺南市(舊),31696,12481,299,0,4352,1.383
2019-09-01,屏東縣,32215,14409,399,16357,1049,1.309
2007-11-01,臺南縣,26479,16944,1038,0,1850,0.799
2019-09-01,臺東縣,7366,2847,45,4142,331,1.13
2007-11-01,高雄市,81715,45222,1808,0,5263,0.986
2019-09-01,花蓮縣,11047,4484,30,6076,457,1.127
2007-11-01,高雄市(舊),46569,24616,1129,0,2872,1.022
2019-09-01,澎湖縣,4131,1924,28,1893,285,1.312
2007-11-01,高雄縣,35146,20606,679,0,2391,0.942
2019-09-01,基隆市,16164,6855,226,8502,582,1.459
2007-11-01,宜蘭縣,13043,5669,439,0,2270,0.945
2019-09-01,新竹市,15618,5905,349,8501,864,1.162
2007-11-01,新竹縣,13010,6753,140,0,1099,0.876
2019-09-01,嘉義市,13050,5476,273,6820,480,1.623
2007-11-01,苗栗縣,13578,8617,162,0,895,0.808
2019-09-01,金門縣,2360,539,53,1281,487,0.563
2007-11-01,彰化縣,32657,19631,822,0,4170,0.828
2019-09-01,連江縣,831,150,47,348,286,2.12
2007-11-01,南投縣,13647,7072,98,0,1462,0.854
2019-10-01,新北市,120270,50304,3989,55774,10203,0.967
2007-11-01,雲林縣,13687,9682,268,0,1185,0.629
2019-10-01,臺北市,68124,21821,777,40584,4943,0.83
2007-11-01,嘉義縣,13579,9981,322,0,894,0.821
2019-10-01,桃園市,106203,39837,11,63406,2949,1.527
2007-11-01,屏東縣,23403,16047,187,0,2027,0.877
2019-10-01,臺中市,99763,49905,840,45271,3748,1.144
2007-11-01,臺東縣,5510,3336,245,0,328,0.786
2019-10-01,臺南市,78875,26254,1957,45681,4984,1.352
2007-11-01,花蓮縣,8656,4385,141,0,1057,0.84
2019-10-01,高雄市,107230,46883,1018,57356,1972,1.247
2007-11-01,澎湖縣,2543,1512,5,0,215,0.919
2019-10-01,宜蘭縣,15648,6195,438,8108,907,1.111
2007-11-01,基隆市,11107,5652,717,0,930,0.949
2019-10-01,新竹縣,19370,7414,162,11116,677,1.11
2007-11-01,新竹市,13193,7656,196,0,965,1.104
2019-10-01,苗栗縣,19276,7737,471,9753,1316,1.139
2007-11-01,嘉義市,9285,5771,367,0,744,1.134
2019-10-01,彰化縣,46909,20386,432,24713,1379,1.189
2007-11-01,金門縣,1377,857,13,0,94,0.568
2019-10-01,南投縣,16168,7346,83,8062,677,1.054
2007-11-01,連江縣,933,225,168,0,297,3.133
2019-10-01,雲林縣,23741,8492,189,13939,1122,1.123
2007-12-01,新北市,105753,64210,3691,0,7217,0.899
2019-10-01,嘉義縣,16457,6189,148,9184,935,1.054
2007-12-01,臺北市,82619,39492,1516,0,6611,1.014
2019-10-01,屏東縣,28175,10842,393,15877,1063,1.108
2007-12-01,桃園市,54333,29856,555,0,6068,0.906
2019-10-01,臺東縣,7526,2916,48,4218,344,1.118
2007-12-01,臺中市,60414,34249,1118,0,6135,0.749
2019-10-01,花蓮縣,11594,4906,32,6126,530,1.145
2007-12-01,臺中市(舊),26030,11861,431,0,3100,0.799
2019-10-01,澎湖縣,3917,1665,34,1820,397,1.201
2007-12-01,臺中縣,34383,22388,687,0,3035,0.715
2019-10-01,基隆市,17053,7627,293,8504,629,1.49
2007-12-01,臺南市,59723,30668,1381,0,6348,1.03
2019-10-01,新竹市,15689,5970,373,8464,883,1.129
2007-12-01,臺南市(舊),32153,13023,306,0,4405,1.357
2019-10-01,嘉義市,11888,4378,153,6823,534,1.432
2007-12-01,臺南縣,27571,17645,1075,0,1943,0.805
2019-10-01,金門縣,2349,586,44,1267,452,0.541
2007-12-01,高雄市,85564,48828,1727,0,5476,0.998
2019-10-01,連江縣,797,170,47,294,286,1.966
2007-12-01,高雄市(舊),48438,26431,1010,0,3050,1.028
2019-11-01,新北市,125741,50362,3760,61839,9780,1.044
2007-12-01,高雄縣,37126,22397,717,0,2426,0.963
2019-11-01,臺北市,67011,21603,673,40079,4656,0.844
2007-12-01,宜蘭縣,13280,5966,313,0,2331,0.931
2019-11-01,桃園市,102711,35297,91,64533,2790,1.524
2007-12-01,新竹縣,11965,7022,148,0,1034,0.779
2019-11-01,臺中市,101048,50666,966,45464,3952,1.197
2007-12-01,苗栗縣,13984,8863,202,0,946,0.805
2019-11-01,臺南市,82216,24698,2246,50331,4942,1.457
2007-12-01,彰化縣,34016,20826,785,0,4357,0.835
2019-11-01,高雄市,106256,46696,956,56424,2181,1.277
2007-12-01,南投縣,13399,7348,78,0,1518,0.812
2019-11-01,宜蘭縣,14286,5486,435,7488,877,1.048
2007-12-01,雲林縣,14579,10281,313,0,1321,0.648
2019-11-01,新竹縣,18983,7165,313,10833,672,1.123
2007-12-01,嘉義縣,13888,10329,268,0,884,0.813
2019-11-01,苗栗縣,18941,7473,388,9847,1233,1.157
2007-12-01,屏東縣,24235,16768,186,0,2159,0.879
2019-11-01,彰化縣,47165,21405,534,23898,1328,1.235
2007-12-01,臺東縣,5665,3556,157,0,396,0.782
2019-11-01,南投縣,22365,6999,88,14625,652,1.508
2007-12-01,花蓮縣,8787,4302,130,0,1148,0.825
2019-11-01,雲林縣,20068,8552,152,10134,1230,0.981
2007-12-01,澎湖縣,2523,1506,5,0,215,0.882
2019-11-01,嘉義縣,16414,6158,115,9213,927,1.087
2007-12-01,基隆市,11544,6074,739,0,1091,0.954
2019-11-01,屏東縣,29210,11554,449,16149,1057,1.188
2007-12-01,新竹市,14446,8243,271,0,1070,1.169
2019-11-01,臺東縣,7387,2598,52,4426,311,1.135
2007-12-01,嘉義市,9447,5967,362,0,768,1.116
2019-11-01,花蓮縣,10691,4507,37,5664,484,1.092
2007-12-01,金門縣,1482,913,11,0,97,0.588
2019-11-01,澎湖縣,3633,1467,34,1820,312,1.151
2007-12-01,連江縣,941,249,151,0,295,3.053
2019-11-01,基隆市,16426,7095,245,8505,581,1.484
2019-11-01,新竹市,15692,5837,510,8470,875,1.167
2019-11-01,嘉義市,11688,4187,148,6836,517,1.455
2019-11-01,金門縣,2437,617,45,1337,438,0.58
2019-11-01,連江縣,794,158,48,300,287,2.021
2019-12-01,新北市,149030,51348,4365,83010,10307,1.197
2019-12-01,臺北市,67309,21747,921,39849,4792,0.821
2019-12-01,桃園市,104147,39080,14,62179,2874,1.495
2019-12-01,臺中市,105559,54690,1202,45713,3954,1.21
2019-12-01,臺南市,87975,31891,1999,49185,4900,1.509
2019-12-01,高雄市,106665,47957,983,55425,2300,1.241
2019-12-01,宜蘭縣,15457,6245,418,7926,867,1.098
2019-12-01,新竹縣,19453,7491,186,11068,709,1.113
2019-12-01,苗栗縣,24437,7882,416,14882,1257,1.445
2019-12-01,彰化縣,48230,22579,726,23465,1459,1.222
2019-12-01,南投縣,16819,7697,98,8350,673,1.098
2019-12-01,雲林縣,20650,9041,159,10205,1246,0.978
2019-12-01,嘉義縣,16320,6178,122,9082,938,1.046
2019-12-01,屏東縣,28313,10920,355,16089,948,1.115
2019-12-01,臺東縣,7377,3007,47,3904,419,1.097
2019-12-01,花蓮縣,10655,4747,28,5361,519,1.053
2019-12-01,澎湖縣,3889,1605,46,1913,325,1.192
2019-12-01,基隆市,16692,7322,272,8485,613,1.46
2019-12-01,新竹市,15915,6298,350,8364,903,1.144
2019-12-01,嘉義市,11640,4376,112,6626,526,1.403
2019-12-01,金門縣,2506,627,54,1375,450,0.577
2019-12-01,連江縣,823,187,48,299,289,2.029
2008-01-01,新北市,116529,73318,6268,30099,6845,0.989
2008-01-01,臺北市,86806,39794,1981,38948,6084,1.065
2008-01-01,桃園市,54890,32172,916,15764,6038,0.915
2008-01-01,臺中市,64043,37256,1020,19526,6241,0.794
2008-01-01,臺中市(舊),26731,12591,249,10794,3097,0.82
2008-01-01,臺中縣,37312,24665,770,8733,3144,0.776
2008-01-01,臺南市,62300,32062,1580,22068,6589,1.075
2008-01-01,臺南市(舊),33309,13190,521,14907,4691,1.405
2008-01-01,臺南縣,28991,18872,1060,7161,1899,0.846
2008-01-01,高雄市,90888,50915,2346,30968,6659,1.06
2008-01-01,高雄市(舊),50225,26617,1207,18385,4017,1.065
2008-01-01,高雄縣,40663,24299,1139,12583,2642,1.054
2008-01-01,宜蘭縣,14149,6721,388,4728,2312,0.991
2008-01-01,新竹縣,12159,6904,190,4004,1060,0.791
2008-01-01,苗栗縣,15081,9381,251,4470,979,0.868
2008-01-01,彰化縣,37440,23325,967,8738,4410,0.919
2008-01-01,南投縣,14504,8087,195,4727,1495,0.878
2008-01-01,雲林縣,16197,11130,585,3043,1439,0.72
2008-01-01,嘉義縣,15097,11309,245,2623,920,0.883
2008-01-01,屏東縣,25579,18002,189,5200,2188,0.928
2008-01-01,臺東縣,5958,3756,108,1710,384,0.823
2008-01-01,花蓮縣,9642,4941,139,3354,1209,0.906
2008-01-01,澎湖縣,2746,1648,7,842,249,0.959
2008-01-01,基隆市,12231,6187,632,4231,1181,1.011
2008-01-01,新竹市,16331,9943,344,4933,1111,1.319
2008-01-01,嘉義市,9694,6052,395,2472,775,1.145
2008-01-01,金門縣,1512,940,10,476,86,0.597
2008-01-01,連江縣,958,292,168,207,292,3.106
2008-02-01,新北市,111729,70007,3328,31232,7163,1.013
2008-02-01,臺北市,74294,34842,795,33267,5389,0.974
2008-02-01,桃園市,52410,30764,583,15341,5721,0.933
2008-02-01,臺中市,61567,36497,1012,18219,5840,0.815
2008-02-01,臺中市(舊),25326,12139,124,10190,2873,0.83
2008-02-01,臺中縣,36242,24358,888,8029,2967,0.805
2008-02-01,臺南市,58991,30388,1431,20697,6474,1.088
2008-02-01,臺南市(舊),30778,11940,394,13714,4730,1.387
2008-02-01,臺南縣,28213,18449,1037,6983,1745,0.88
2008-02-01,高雄市,88473,48224,1979,31813,6458,1.103
2008-02-01,高雄市(舊),49110,25176,1133,18998,3804,1.113
2008-02-01,高雄縣,39364,23048,846,12815,2655,1.091
2008-02-01,宜蘭縣,14379,6594,476,4911,2399,1.077
2008-02-01,新竹縣,12770,7281,204,4211,1074,0.887
2008-02-01,苗栗縣,15306,9879,210,4276,942,0.942
2008-02-01,彰化縣,38501,23447,1101,8883,5070,1.01
2008-02-01,南投縣,15043,8446,198,4839,1560,0.974
2008-02-01,雲林縣,16570,11634,366,3039,1530,0.788
2008-02-01,嘉義縣,15049,11263,219,2625,942,0.942
2008-02-01,屏東縣,25481,17885,181,5285,2129,0.988
2008-02-01,臺東縣,5882,3833,167,1566,316,0.869
2008-02-01,花蓮縣,9885,5229,142,3464,1050,0.993
2008-02-01,澎湖縣,2578,1533,8,813,224,0.967
2008-02-01,基隆市,11835,6408,550,3686,1192,1.046
2008-02-01,新竹市,11623,6077,192,4295,1059,1.003
2008-02-01,嘉義市,9106,5706,415,2172,813,1.149
2008-02-01,金門縣,1499,982,11,417,89,0.63
2008-02-01,連江縣,851,243,168,221,219,2.948
2008-03-01,新北市,105527,64821,2978,30419,7308,0.895
2008-03-01,臺北市,71112,31092,1073,33208,5739,0.872
2008-03-01,桃園市,50254,29443,513,14973,5325,0.836
2008-03-01,臺中市,57578,32783,914,17545,6336,0.713
2008-03-01,臺中市(舊),24107,11172,155,9761,3018,0.738
2008-03-01,臺中縣,33471,21611,759,7784,3318,0.696
2008-03-01,臺南市,56822,29576,1203,19909,6134,0.98
2008-03-01,臺南市(舊),30375,12660,281,13115,4320,1.28
2008-03-01,臺南縣,26447,16916,922,6794,1815,0.772
2008-03-01,高雄市,85438,46122,1628,31029,6659,0.997
2008-03-01,高雄市(舊),47224,24122,939,18191,3971,1.001
2008-03-01,高雄縣,38214,22e3,689,12837,2688,0.991
2008-03-01,宜蘭縣,12761,5604,324,4568,2265,0.894
2008-03-01,新竹縣,12356,7117,120,4039,1080,0.802
2008-03-01,苗栗縣,13935,8649,153,4189,943,0.802
2008-03-01,彰化縣,33982,20323,676,8336,4647,0.834
2008-03-01,南投縣,13317,7268,89,4429,1532,0.807
2008-03-01,雲林縣,14379,10131,305,2430,1513,0.639
2008-03-01,嘉義縣,13961,10175,261,2610,914,0.818
