序號,統計期,統計區,"總計 (公噸)","紙類及紙製品 (公噸)","金屬類 (公噸)","塑膠及橡膠製品 (公噸)","玻璃製品 (公噸)","紡織品 (公噸)","家電用品 (公噸)","電池 (公噸)","資訊及通信物品 (公噸)","農藥容器及特殊環境用藥容器 (公噸)","食用油 (公噸)","其他 (公噸)"
5912,"98年 1月",高雄縣,"14,311","6,325","2,672","2,692","1,469",331,268,130,146,20,0,258
5913,"98年 1月",宜蘭縣,"4,995","2,666","1,013",598,454,97,124,12,11,5,0,15
5914,"98年 1月",新竹縣,"4,249","1,478","1,976",401,311,12,43,11,16,0,0,1
5915,"98年 1月",苗栗縣,"4,083","2,017",839,525,407,104,94,37,33,7,0,20
5916,"98年 1月",彰化縣,"9,512","5,410","1,181","1,012","1,100",263,187,88,48,21,0,201
5917,"98年 1月",南投縣,"4,185","2,333",964,393,273,79,51,25,30,5,0,31
5918,"98年 1月",雲林縣,"3,265","1,327",753,375,571,76,51,21,35,8,0,48
5919,"98年 1月",嘉義縣,"2,840","1,097",733,468,327,56,40,18,14,6,0,81
5920,"98年 1月",屏東縣,"5,937","2,527","1,578",650,852,98,94,30,20,3,0,85
5921,"98年 1月",臺東縣,"1,508",813,162,278,197,24,15,13,2,1,0,2
5922,"98年 1月",花蓮縣,"3,354","1,826",662,399,320,35,66,15,29,2,0,1
5923,"98年 1月",澎湖縣,858,493,103,71,108,15,20,16,11,0,0,21
5924,"98年 1月",基隆市,"5,051","2,187","1,135",662,603,95,208,131,24,4,0,2
5925,"98年 1月",新竹市,"4,223","2,883",475,397,101,277,48,15,12,1,0,13
5926,"98年 1月",嘉義市,"2,690","1,184",842,273,169,54,127,11,21,0,0,9
5927,"98年 1月",金門縣,422,270,59,50,28,3,6,1,2,0,0,2
5928,"98年 1月",連江縣,213,80,94,22,4,1,6,2,1,0,0,1
5929,"98年 2月",新北市,"36,122","20,178","9,418","2,970","2,140",657,425,101,176,7,0,50
5930,"98年 2月",臺北市,"26,998","16,430","7,486","1,391",702,143,311,75,273,1,0,187
5931,"98年 2月",桃園市,"18,274","10,623","2,619","2,354","1,254",205,347,97,72,1,0,703
5932,"98年 2月",臺中市,"21,600","12,463","2,796","2,260","1,838",206,233,120,114,10,0,"1,561"
5933,"98年 2月",臺中市(舊),"11,363","7,620",799,"1,081",732,54,90,42,51,1,0,893
5934,"98年 2月",臺中縣,"10,237","4,843","1,997","1,179","1,106",152,143,78,62,9,0,668
5935,"98年 2月",臺南市,"18,655","8,941","5,055","1,725","1,033",322,181,64,67,10,0,"1,257"
5936,"98年 2月",臺南市(舊),"10,838","5,565","3,933",685,376,82,108,18,42,0,0,29
5937,"98年 2月",臺南縣,"7,816","3,376","1,123","1,041",657,240,72,46,25,9,0,"1,228"
5938,"98年 2月",高雄市,"33,647","16,593","8,402","3,970","2,522",672,469,345,189,13,0,472
5939,"98年 2月",高雄市(舊),"19,449","10,345","5,838","1,463",927,351,190,214,41,0,0,79
5940,"98年 2月",高雄縣,"14,198","6,248","2,564","2,507","1,595",321,278,131,148,13,0,393
5941,"98年 2月",宜蘭縣,"4,629","2,532",947,547,373,65,124,16,9,4,0,13
5942,"98年 2月",新竹縣,"4,101","1,369","2,010",445,212,10,29,12,14,0,0,1
5943,"98年 2月",苗栗縣,"3,814","1,804",762,529,434,97,88,39,30,7,0,23
5944,"98年 2月",彰化縣,"9,101","4,739","1,406","1,092","1,107",224,184,86,54,21,0,188
5945,"98年 2月",南投縣,"3,905","1,983",925,419,413,40,51,25,12,4,0,33
5946,"98年 2月",雲林縣,"3,256","1,585",620,414,414,77,52,29,24,8,0,33
5947,"98年 2月",嘉義縣,"3,255","1,251",773,552,436,74,39,16,15,6,0,93
5948,"98年 2月",屏東縣,"5,818","2,507","1,316",726,911,98,90,38,26,4,0,103
5949,"98年 2月",臺東縣,"1,540",885,175,228,208,19,12,7,1,1,0,4
5950,"98年 2月",花蓮縣,"2,865","1,446",613,438,265,20,48,15,16,2,0,2
5951,"98年 2月",澎湖縣,670,363,94,51,76,14,23,19,8,0,0,21
5952,"98年 2月",基隆市,"4,369","2,290",673,484,480,59,204,136,36,5,0,2
5953,"98年 2月",新竹市,"3,775","2,461",352,253,375,224,35,34,14,0,0,26
5954,"98年 2月",嘉義市,"1,757",775,541,214,120,48,30,8,10,0,0,10
5955,"98年 2月",金門縣,444,249,59,74,37,1,9,4,4,0,0,6
5956,"98年 2月",連江縣,213,82,94,20,4,1,7,3,1,0,0,1
5957,"98年 3月",新北市,"36,342","21,181","8,278","3,339","2,103",569,464,130,165,8,0,105
5958,"98年 3月",臺北市,"25,594","13,580","8,558","1,307",693,176,292,66,383,0,0,539
5959,"98年 3月",桃園市,"17,911","9,910","2,821","2,622","1,262",171,305,89,71,1,0,661
5960,"98年 3月",臺中市,"21,395","12,661","2,522","2,287","1,801",208,245,116,113,9,0,"1,434"
5961,"98年 3月",臺中市(舊),"11,399","7,715",785,"1,086",745,62,90,38,49,1,0,828
5962,"98年 3月",臺中縣,"9,996","4,946","1,737","1,200","1,056",146,154,78,63,8,0,607
5963,"98年 3月",臺南市,"18,602","9,125","5,250","1,762","1,075",297,203,90,69,17,0,713
5964,"98年 3月",臺南市(舊),"11,245","5,788","4,097",706,360,82,115,19,44,1,0,33
5965,"98年 3月",臺南縣,"7,358","3,337","1,153","1,056",715,215,88,71,25,17,0,681
5966,"98年 3月",高雄市,"34,467","17,115","8,814","4,099","2,394",681,494,348,162,11,0,349
5967,"98年 3月",高雄市(舊),"20,188","10,699","6,005","1,671",889,362,223,222,50,0,0,67
5968,"98年 3月",高雄縣,"14,279","6,417","2,809","2,428","1,505",318,271,127,112,11,0,282
5969,"98年 3月",宜蘭縣,"4,608","2,511",974,566,340,52,122,12,9,4,0,17
5970,"98年 3月",新竹縣,"3,933","1,365","1,800",410,271,22,37,11,15,0,0,2
5971,"98年 3月",苗栗縣,"4,080","1,999",853,508,362,84,84,49,104,7,0,31
5972,"98年 3月",彰化縣,"9,323","5,253","1,181","1,055","1,083",220,178,88,49,24,0,193
5973,"98年 3月",南投縣,"3,757","2,030",848,361,347,34,43,22,17,4,0,50
5974,"98年 3月",雲林縣,"3,045","1,381",609,405,441,67,61,21,20,8,0,31
5975,"98年 3月",嘉義縣,"3,053","1,198",778,545,334,53,36,16,15,5,0,74
5976,"98年 3月",屏東縣,"5,827","2,335","1,534",730,849,97,98,31,25,3,0,125
5977,"98年 3月",臺東縣,"1,582",779,227,321,219,14,11,7,1,0,0,3
5978,"98年 3月",花蓮縣,"3,034","1,574",601,426,271,19,79,18,42,2,0,1
5979,"98年 3月",澎湖縣,871,368,95,67,261,12,16,11,6,0,0,35
5980,"98年 3月",基隆市,"4,403","2,409",533,580,501,62,120,145,43,5,0,4
5981,"98年 3月",新竹市,"3,844","2,602",443,320,147,219,44,37,21,0,0,11
5982,"98年 3月",嘉義市,"2,403",984,765,248,139,46,164,14,28,0,0,15
5983,"98年 3月",金門縣,494,314,57,57,29,1,4,3,2,0,0,25
5984,"98年 3月",連江縣,202,77,89,18,4,1,8,2,1,0,0,1
5985,"98年 4月",新北市,"36,092","20,671","8,649","3,511","1,953",518,434,124,149,9,0,73
5986,"98年 4月",臺北市,"29,855","17,327","9,999","1,130",701,172,153,73,117,0,0,184
5987,"98年 4月",桃園市,"19,398","11,180","3,325","2,384","1,226",149,305,86,77,1,0,664
5988,"98年 4月",臺中市,"21,645","12,750","2,694","2,250","1,803",210,270,115,115,10,0,"1,428"
5989,"98年 4月",臺中市(舊),"11,416","7,718",769,"1,071",705,55,92,40,47,1,0,919
5990,"98年 4月",臺中縣,"10,229","5,032","1,925","1,180","1,098",155,177,75,68,9,0,509
5991,"98年 4月",臺南市,"19,635","9,332","5,371","1,759","1,146",289,203,80,71,13,0,"1,372"
5992,"98年 4月",臺南市(舊),"11,315","5,838","4,125",708,353,79,115,19,44,1,0,33
5993,"98年 4月",臺南縣,"8,320","3,493","1,245","1,051",793,209,89,61,27,12,0,"1,340"
5994,"98年 4月",高雄市,"33,467","17,328","7,833","4,107","2,203",684,514,338,168,13,0,279
5995,"98年 4月",高雄市(舊),"18,735","10,563","4,856","1,601",760,365,254,216,58,0,0,64
5996,"98年 4月",高雄縣,"14,733","6,765","2,977","2,506","1,443",320,260,122,111,12,0,215
5997,"98年 4月",宜蘭縣,"4,599","2,473","1,005",601,307,51,117,18,8,3,0,16
5998,"98年 4月",新竹縣,"4,366","1,409","2,020",480,371,19,39,11,16,0,0,0
5999,"98年 4月",苗栗縣,"4,676","2,601","1,055",448,354,50,82,33,30,4,0,19
6000,"98年 4月",彰化縣,"9,637","5,420","1,379","1,052","1,012",225,178,92,49,17,0,213
6001,"98年 4月",南投縣,"3,726","2,131",774,366,286,37,48,23,12,5,0,44
6002,"98年 4月",雲林縣,"3,207","1,459",764,373,427,51,48,16,12,10,0,45
6003,"98年 4月",嘉義縣,"3,456","1,325","1,039",523,363,54,39,16,11,7,0,80
6004,"98年 4月",屏東縣,"5,660","2,359","1,496",721,719,92,98,31,20,3,0,120
6005,"98年 4月",臺東縣,"1,715",861,245,318,252,11,10,11,2,0,0,5
6006,"98年 4月",花蓮縣,"3,099","1,584",716,435,234,16,77,14,17,2,0,3
6007,"98年 4月",澎湖縣,852,411,117,63,192,13,17,14,8,0,0,17
6008,"98年 4月",基隆市,"4,703","2,592",552,636,516,48,174,146,30,5,0,5
6009,"98年 4月",新竹市,"3,758","2,530",404,312,200,210,43,37,10,0,0,11
6010,"98年 4月",嘉義市,"2,795","1,181",920,310,133,51,143,15,29,0,0,13
6011,"98年 4月",金門縣,447,279,61,58,30,5,3,4,3,0,0,3
6012,"98年 4月",連江縣,192,74,84,17,4,1,8,2,1,0,0,1
6013,"98年 5月",新北市,"38,999","22,359","9,665","3,539","2,007",594,443,114,163,13,0,101
6014,"98年 5月",臺北市,"30,360","17,580","9,687","1,106",718,204,221,69,278,0,0,498
6015,"98年 5月",桃園市,"17,878","10,091","2,058","3,136","1,178",159,281,82,67,1,0,824
6016,"98年 5月",臺中市,"21,801","12,723","2,949","2,309","1,577",250,264,111,150,13,0,"1,455"
6017,"98年 5月",臺中市(舊),"11,422","7,698",798,"1,086",707,56,93,40,49,1,0,894
6018,"98年 5月",臺中縣,"10,379","5,025","2,151","1,222",870,194,171,71,101,12,0,561
6019,"98年 5月",臺南市,"20,202","9,650","5,491","1,817","1,044",274,193,82,72,15,0,"1,564"
6020,"98年 5月",臺南市(舊),"11,766","6,075","4,295",735,358,84,118,20,46,1,0,33
6021,"98年 5月",臺南縣,"8,436","3,575","1,195","1,081",686,190,74,62,26,15,0,"1,531"
6022,"98年 5月",高雄市,"34,783","17,902","8,226","4,267","2,191",843,531,314,170,10,0,329
6023,"98年 5月",高雄市(舊),"19,969","11,015","5,434","1,671",758,521,262,192,61,0,0,54
6024,"98年 5月",高雄縣,"14,814","6,886","2,792","2,595","1,433",321,270,122,109,10,0,275
6025,"98年 5月",宜蘭縣,"4,752","2,589",976,607,347,69,124,13,8,4,0,16
6026,"98年 5月",新竹縣,"4,120","1,297","2,030",442,257,20,38,17,17,0,0,1
6027,"98年 5月",苗栗縣,"4,516","2,441",959,509,371,64,81,34,28,5,0,25
6028,"98年 5月",彰化縣,"9,388","5,222","1,242","1,101","1,012",223,203,106,54,17,0,208
6029,"98年 5月",南投縣,"3,842","2,097",790,478,300,45,48,25,12,4,0,44
6030,"98年 5月",雲林縣,"3,149","1,423",772,374,387,56,46,18,17,8,0,47
6031,"98年 5月",嘉義縣,"3,624","1,411","1,139",523,342,46,33,23,11,7,0,89
6032,"98年 5月",屏東縣,"5,686","2,410","1,459",729,731,90,98,26,19,4,0,120
6033,"98年 5月",臺東縣,"1,780",999,230,337,178,10,11,10,1,0,0,3
6034,"98年 5月",花蓮縣,"3,176","1,643",745,407,223,24,79,28,19,3,0,4
6035,"98年 5月",澎湖縣,827,452,93,66,140,12,17,18,7,0,0,23
6036,"98年 5月",基隆市,"4,785","2,830",622,653,329,49,164,103,27,4,0,2
6037,"98年 5月",新竹市,"4,238","2,751",428,286,457,224,38,31,10,0,0,13
6038,"98年 5月",嘉義市,"2,930","1,241",967,335,127,59,146,16,28,0,0,10
6039,"98年 5月",金門縣,481,260,65,64,44,1,4,2,3,0,0,39
6040,"98年 5月",連江縣,201,76,93,19,5,1,3,3,1,0,0,1
6041,"98年 6月",新北市,"39,749","23,066","9,741","3,483","2,034",635,457,127,161,12,0,33
6042,"98年 6月",臺北市,"30,590","18,122","8,733","1,387",750,155,182,70,645,0,0,545
6043,"98年 6月",桃園市,"20,167","11,497","3,707","2,546","1,251",121,318,89,76,2,0,561
6044,"98年 6月",臺中市,"22,944","13,532","3,023","2,357","1,838",207,247,113,97,13,0,"1,517"
6045,"98年 6月",臺中市(舊),"12,027","8,052",824,"1,149",770,59,100,42,52,1,0,976
6046,"98年 6月",臺中縣,"10,917","5,480","2,199","1,209","1,068",147,147,71,45,12,0,541
6047,"98年 6月",臺南市,"20,650","9,963","5,474","1,899","1,087",286,208,76,73,15,0,"1,569"
6048,"98年 6月",臺南市(舊),"11,695","6,024","4,260",733,375,84,122,20,46,1,0,30
6049,"98年 6月",臺南縣,"8,955","3,939","1,214","1,165",712,202,86,57,27,15,0,"1,538"
6050,"98年 6月",高雄市,"35,180","17,984","8,438","4,351","2,216",848,490,311,177,11,0,354
6051,"98年 6月",高雄市(舊),"19,978","11,028","5,444","1,682",759,523,245,180,61,0,0,57
6052,"98年 6月",高雄縣,"15,202","6,955","2,994","2,669","1,457",325,245,131,117,11,0,297
6053,"98年 6月",宜蘭縣,"4,950","2,623","1,020",651,405,77,123,12,10,4,0,25
6054,"98年 6月",新竹縣,"4,419","1,491","2,063",458,320,17,35,18,16,0,0,2
6055,"98年 6月",苗栗縣,"4,840","2,624","1,042",557,358,57,89,39,32,4,0,37
6056,"98年 6月",彰化縣,"10,237","5,680","1,448","1,131","1,128",246,195,106,62,19,0,222
6057,"98年 6月",南投縣,"4,374","2,214",841,815,330,39,43,25,11,4,0,52
6058,"98年 6月",雲林縣,"3,271","1,559",636,399,480,58,54,19,24,9,0,33
6059,"98年 6月",嘉義縣,"4,117","1,431","1,378",640,407,64,59,22,16,8,0,92
6060,"98年 6月",屏東縣,"5,892","2,458","1,524",743,789,87,97,45,23,4,0,123
6061,"98年 6月",臺東縣,"1,875",913,248,428,225,3,14,11,2,0,0,32
6062,"98年 6月",花蓮縣,"3,610","1,996",554,582,287,28,106,17,34,2,0,3
6063,"98年 6月",澎湖縣,"1,069",505,91,70,207,16,22,14,7,0,0,138
6064,"98年 6月",基隆市,"4,891","2,899",530,560,581,53,125,114,24,5,0,1
6065,"98年 6月",新竹市,"4,639","3,109",337,374,514,210,30,41,8,0,0,15
6066,"98年 6月",嘉義市,"2,945","1,280",966,336,109,51,148,16,28,0,0,11
6067,"98年 6月",金門縣,462,259,67,66,35,2,9,5,2,0,0,18
6068,"98年 6月",連江縣,206,76,97,20,5,1,3,2,1,0,0,1
6069,"98年 7月",新北市,"41,297","23,763","10,148","3,825","2,098",578,474,124,164,19,0,104
6070,"98年 7月",臺北市,"31,025","17,436","9,745","1,499",819,145,423,72,348,0,0,537
6071,"98年 7月",桃園市,"19,450","10,944","2,335","3,553","1,282",122,351,101,89,3,0,670
6072,"98年 7月",臺中市,"22,732","13,403","3,077","2,451","1,672",210,255,111,108,13,0,"1,432"
6073,"98年 7月",臺中市(舊),"11,876","8,141",777,"1,116",675,66,90,29,54,1,0,925
6074,"98年 7月",臺中縣,"10,857","5,262","2,300","1,336",997,144,165,81,54,12,0,507
6075,"98年 7月",臺南市,"20,854","10,171","5,539","1,903","1,122",280,209,62,73,13,0,"1,482"
6076,"98年 7月",臺南市(舊),"12,056","6,228","4,404",754,361,86,124,20,47,1,0,32
6077,"98年 7月",臺南縣,"8,798","3,943","1,135","1,150",761,194,86,42,26,12,0,"1,449"
6078,"98年 7月",高雄市,"35,466","18,200","8,378","4,282","2,392",877,491,307,179,13,0,348
6079,"98年 7月",高雄市(舊),"20,312","11,218","5,557","1,627",797,542,255,190,68,0,0,58
6080,"98年 7月",高雄縣,"15,154","6,981","2,821","2,654","1,595",335,236,117,111,13,0,290
6081,"98年 7月",宜蘭縣,"4,932","2,554","1,078",640,407,61,130,25,7,4,0,25
6082,"98年 7月",新竹縣,"4,486","1,494","2,144",443,295,19,46,19,23,0,0,2
6083,"98年 7月",苗栗縣,"4,995","2,689","1,141",553,354,67,89,33,35,5,0,30
6084,"98年 7月",彰化縣,"10,151","5,772","1,422","1,132","1,030",249,186,94,52,19,0,196
6085,"98年 7月",南投縣,"4,426","2,256",853,661,478,41,39,26,8,4,0,60
6086,"98年 7月",雲林縣,"3,139","1,354",734,388,480,50,57,18,21,10,0,27
6087,"98年 7月",嘉義縣,"4,621","1,408","1,819",595,416,62,115,21,14,8,0,164
6088,"98年 7月",屏東縣,"6,073","2,491","1,578",794,821,95,96,35,23,4,0,136
6089,"98年 7月",臺東縣,"1,982",872,191,664,230,1,10,10,1,0,0,4
6090,"98年 7月",花蓮縣,"3,456","1,660",647,657,318,29,90,15,34,2,0,4
6091,"98年 7月",澎湖縣,993,567,106,67,113,12,19,22,6,0,0,80
6092,"98年 7月",基隆市,"4,950","2,824",578,654,590,56,131,93,20,5,0,1
6093,"98年 7月",新竹市,"4,437","2,872",441,408,339,215,39,93,15,1,0,12
6094,"98年 7月",嘉義市,"2,948","1,278",982,328,120,47,139,14,30,0,0,10
6095,"98年 7月",金門縣,434,248,49,53,37,2,6,2,2,0,0,35
6096,"98年 7月",連江縣,216,78,92,27,6,2,4,4,1,0,0,2
6097,"98年 8月",新北市,"38,783","22,657","9,049","3,802","1,989",534,404,121,162,11,0,55
6098,"98年 8月",臺北市,"30,677","18,290","9,664","1,110",680,162,211,74,164,0,0,321
6099,"98年 8月",桃園市,"20,712","11,067","3,483","3,207","1,613",110,348,86,92,1,0,705
6100,"98年 8月",臺中市,"22,725","13,384","2,848","2,497","1,809",237,255,128,116,11,0,"1,440"
6101,"98年 8月",臺中市(舊),"12,524","8,351",846,"1,218",857,79,94,32,56,1,0,989
6102,"98年 8月",臺中縣,"10,201","5,033","2,002","1,279",951,157,160,96,60,10,0,451
6103,"98年 8月",臺南市,"21,664","10,360","5,814","1,907","1,134",288,214,68,84,16,0,"1,780"
6104,"98年 8月",臺南市(舊),"12,436","6,408","4,527",780,400,89,127,21,49,1,0,35
6105,"98年 8月",臺南縣,"9,228","3,952","1,287","1,127",734,199,86,47,35,15,0,"1,746"
6106,"98年 8月",高雄市,"35,486","18,339","9,238","3,997","2,173",506,480,180,173,11,0,390
6107,"98年 8月",高雄市(舊),"20,068","11,518","5,942","1,372",652,158,233,70,59,0,0,64
6108,"98年 8月",高雄縣,"15,418","6,822","3,296","2,625","1,521",348,247,110,114,11,0,325
6109,"98年 8月",宜蘭縣,"4,514","2,442",891,614,348,57,114,16,9,4,0,20
6110,"98年 8月",新竹縣,"4,439","1,484","2,163",426,261,19,45,17,23,0,0,1
6111,"98年 8月",苗栗縣,"4,690","2,484","1,092",547,321,62,90,32,34,4,0,24
6112,"98年 8月",彰化縣,"10,260","5,751","1,425","1,173","1,078",248,202,98,54,20,0,213
6113,"98年 8月",南投縣,"4,425","2,389",877,594,393,40,45,21,11,4,0,51
6114,"98年 8月",雲林縣,"3,151","1,323",798,395,435,52,53,17,26,12,0,39
6115,"98年 8月",嘉義縣,"4,813","1,382","1,833",586,366,442,57,21,14,7,0,103
6116,"98年 8月",屏東縣,"6,239","2,579","1,585",900,779,100,115,36,27,3,0,115
6117,"98年 8月",臺東縣,"1,723",800,238,461,183,13,11,9,2,1,0,7
6118,"98年 8月",花蓮縣,"3,583","2,060",638,552,224,28,35,18,15,1,0,12
6119,"98年 8月",澎湖縣,902,554,101,71,102,12,19,18,5,0,0,20
6120,"98年 8月",基隆市,"4,966","2,852",668,608,587,44,101,80,21,4,0,2
6121,"98年 8月",新竹市,"4,429","2,827",372,251,619,207,56,58,21,1,0,16
6122,"98年 8月",嘉義市,"2,998","1,320",970,344,130,39,141,14,29,0,0,10
6123,"98年 8月",金門縣,402,243,40,71,26,2,9,3,2,0,0,5
6124,"98年 8月",連江縣,203,74,83,26,6,2,5,3,1,0,0,2
6125,"98年 9月",新北市,"39,324","23,578","8,730","3,757","1,950",553,391,114,155,9,0,85
6126,"98年 9月",臺北市,"31,757","18,558","10,627","1,128",661,152,188,63,213,0,0,167
6127,"98年 9月",桃園市,"21,019","11,621","2,760","3,788","1,295",122,341,89,86,1,0,915
6128,"98年 9月",臺中市,"21,817","13,083","2,769","2,368","1,684",209,258,103,113,12,0,"1,217"
6129,"98年 9月",臺中市(舊),"11,555","7,944",748,"1,102",700,69,89,32,54,1,0,815
6130,"98年 9月",臺中縣,"10,262","5,139","2,021","1,265",985,140,169,70,59,11,0,402
6131,"98年 9月",臺南市,"21,525","10,395","5,828","1,933","1,040",309,208,78,76,15,0,"1,642"
6132,"98年 9月",臺南市(舊),"12,374","6,398","4,533",773,353,86,127,21,49,1,0,34
6133,"98年 9月",臺南縣,"9,151","3,997","1,295","1,160",687,222,82,57,28,14,0,"1,608"
6134,"98年 9月",高雄市,"35,595","18,318","8,913","4,077","2,314",780,450,203,151,13,0,375
6135,"98年 9月",高雄市(舊),"20,403","11,472","5,973","1,381",747,428,207,80,43,0,0,73
6136,"98年 9月",高雄縣,"15,192","6,846","2,940","2,696","1,568",352,244,123,108,13,0,303
6137,"98年 9月",宜蘭縣,"4,508","2,409",869,621,405,48,109,16,12,4,0,16
6138,"98年 9月",新竹縣,"4,086","1,572","1,649",483,263,22,56,20,21,0,0,1
6139,"98年 9月",苗栗縣,"4,823","2,579","1,018",582,396,72,87,33,32,5,0,20
6140,"98年 9月",彰化縣,"9,909","5,502","1,329","1,129","1,100",271,188,96,54,17,0,221
6141,"98年 9月",南投縣,"4,880","2,270",976,679,773,46,44,24,12,5,0,50
6142,"98年 9月",雲林縣,"3,287","1,592",664,415,409,52,60,20,22,14,0,38
6143,"98年 9月",嘉義縣,"4,477","1,557","1,688",605,370,67,44,26,12,8,0,100
6144,"98年 9月",屏東縣,"6,253","2,580","1,585",829,749,114,106,35,28,3,0,224
6145,"98年 9月",臺東縣,"1,804",806,234,552,170,16,10,11,1,1,0,4
6146,"98年 9月",花蓮縣,"3,596","1,718",615,716,401,24,74,19,22,1,0,6
6147,"98年 9月",澎湖縣,"1,040",567,153,82,167,12,18,18,6,0,0,18
6148,"98年 9月",基隆市,"5,093","2,867",730,728,585,33,80,49,13,4,0,3
6149,"98年 9月",新竹市,"4,150","2,769",384,290,357,224,32,64,13,1,0,16
6150,"98年 9月",嘉義市,"2,902","1,343",860,337,115,58,137,14,29,0,0,10
6151,"98年 9月",金門縣,418,230,54,89,22,3,4,6,3,0,0,7
6152,"98年 9月",連江縣,202,70,95,21,4,1,6,2,1,0,0,1
6153,"98年 10月",新北市,"42,001","26,022","8,367","4,224","2,058",571,411,112,161,8,0,67
6154,"98年 10月",臺北市,"32,845","18,071","11,920","1,209",763,169,152,60,225,0,0,277
6155,"98年 10月",桃園市,"21,897","12,476","2,834","3,795","1,325",143,364,115,86,3,0,756
6156,"98年 10月",臺中市,"22,381","13,057","2,823","2,525","1,739",212,256,147,144,15,0,"1,462"
6157,"98年 10月",臺中市(舊),"11,602","7,854",797,"1,155",747,62,91,29,55,1,0,810
6158,"98年 10月",臺中縣,"10,779","5,203","2,026","1,370",992,151,164,119,89,14,0,652
6159,"98年 10月",臺南市,"22,092","10,713","5,936","2,001","1,130",306,216,88,79,15,0,"1,609"
6160,"98年 10月",臺南市(舊),"12,773","6,608","4,684",798,354,89,133,21,50,1,0,35
6161,"98年 10月",臺南縣,"9,320","4,105","1,252","1,203",777,217,83,66,29,14,0,"1,574"
6162,"98年 10月",高雄市,"35,639","18,436","8,855","4,176","2,293",778,430,189,151,12,0,319
6163,"98年 10月",高雄市(舊),"20,451","11,516","5,984","1,387",747,430,199,74,44,0,0,69
6164,"98年 10月",高雄縣,"15,188","6,920","2,871","2,789","1,546",347,231,115,107,12,0,250
6165,"98年 10月",宜蘭縣,"4,514","2,436",840,626,397,58,107,17,10,4,0,19
6166,"98年 10月",新竹縣,"4,057","1,514","1,785",424,215,18,53,24,22,0,0,1
6167,"98年 10月",苗栗縣,"4,658","2,535","1,031",567,253,73,86,35,38,4,0,37
6168,"98年 10月",彰化縣,"9,458","4,974","1,304","1,172","1,171",249,226,99,60,12,0,191
6169,"98年 10月",南投縣,"4,533","2,173",994,572,608,41,45,30,10,4,0,56
6170,"98年 10月",雲林縣,"3,448","1,739",583,423,499,43,75,17,20,14,0,35
6171,"98年 10月",嘉義縣,"4,518","1,514","1,746",587,401,69,47,19,12,8,0,114
6172,"98年 10月",屏東縣,"6,245","2,459","1,747",954,741,108,115,35,25,4,0,57
6173,"98年 10月",臺東縣,"1,739",824,177,533,168,16,12,9,1,1,0,1
6174,"98年 10月",花蓮縣,"3,438","1,692",558,732,312,21,77,25,11,1,0,9
6175,"98年 10月",澎湖縣,940,538,125,79,122,14,19,20,6,0,0,17
6176,"98年 10月",基隆市,"5,080","2,944",614,787,504,43,102,54,23,5,0,4
6177,"98年 10月",新竹市,"4,854","3,019",579,365,529,205,49,80,14,1,0,13
6178,"98年 10月",嘉義市,"3,033","1,331","1,009",341,124,45,131,14,24,0,0,13
6179,"98年 10月",金門縣,449,239,55,86,40,8,4,8,2,0,0,7
6180,"98年 10月",連江縣,203,76,91,20,5,1,6,2,1,0,0,1
6181,"98年 11月",新北市,"40,956","24,364","9,285","4,152","1,776",562,406,125,181,11,0,95
6182,"98年 11月",臺北市,"32,771","17,870","12,232","1,249",674,157,168,58,169,0,0,194
6183,"98年 11月",桃園市,"23,334","13,090","3,167","4,008","1,372",134,387,106,102,2,0,965
6184,"98年 11月",臺中市,"21,763","11,879","3,331","2,522","2,243",229,264,120,106,10,0,"1,059"
6185,"98年 11月",臺中市(舊),"11,540","7,141","1,051","1,238","1,308",68,99,28,55,1,0,551
6186,"98年 11月",臺中縣,"10,223","4,737","2,280","1,284",935,161,166,91,51,9,0,508
6187,"98年 11月",臺南市,"21,025","10,124","5,624","1,940","1,018",300,192,70,71,15,0,"1,671"
6188,"98年 11月",臺南市(舊),"12,058","6,244","4,427",752,324,84,125,20,48,1,0,33
6189,"98年 11月",臺南縣,"8,968","3,879","1,197","1,188",694,216,68,50,24,14,0,"1,638"
6190,"98年 11月",高雄市,"34,680","18,054","8,981","3,887","2,151",496,448,189,132,15,0,327
6191,"98年 11月",高雄市(舊),"19,738","11,222","6,003","1,301",688,162,182,80,39,0,0,62
6192,"98年 11月",高雄縣,"14,942","6,832","2,978","2,586","1,463",335,267,110,93,15,0,265
6193,"98年 11月",宜蘭縣,"4,791","2,505","1,061",625,376,58,110,15,12,5,0,23
6194,"98年 11月",新竹縣,"4,179","1,529","1,782",464,268,13,57,43,22,0,0,1
6195,"98年 11月",苗栗縣,"4,714","2,582","1,009",547,311,70,88,38,35,4,0,29
6196,"98年 11月",彰化縣,"9,396","4,976","1,458","1,139","1,004",229,233,107,58,11,0,180
6197,"98年 11月",南投縣,"4,485","2,244",960,621,497,49,43,19,9,3,0,41
6198,"98年 11月",雲林縣,"3,476","1,388","1,077",377,399,35,98,22,37,15,0,29
6199,"98年 11月",嘉義縣,"4,207","1,439","1,603",531,359,68,44,21,14,7,0,121
6200,"98年 11月",屏東縣,"5,972","2,438","1,648",816,720,109,106,34,25,4,0,72
6201,"98年 11月",臺東縣,"1,652",817,206,452,138,13,10,10,1,1,0,5
6202,"98年 11月",花蓮縣,"3,660","2,020",537,625,353,24,51,23,18,1,0,8
6203,"98年 11月",澎湖縣,979,511,123,69,108,11,19,18,8,0,0,111
