序號,統計期,統計區,"總計 (公噸)","一般垃圾 (公噸)","巨大垃圾 (公噸)","資源垃圾 (公噸)","廚餘 (公噸)","平均每人每日一般廢棄物產生量 (公斤)"
5090,"108年 11月",臺東縣,"7,387","2,598",52,"4,426",311,1.135
5091,"96年 12月",嘉義市,"9,447","5,967",362,0,768,1.116
5092,"108年 11月",花蓮縣,"10,691","4,507",37,"5,664",484,1.092
5093,"96年 12月",金門縣,"1,482",913,11,0,97,0.588
5094,"108年 11月",澎湖縣,"3,633","1,467",34,"1,820",312,1.151
5095,"96年 12月",連江縣,941,249,151,0,295,3.053
5096,"108年 11月",基隆市,"16,426","7,095",245,"8,505",581,1.484
5097,97年,新北市,"1,290,910","775,926","38,626","388,550","87,807",0.924
5098,"108年 11月",新竹市,"15,692","5,837",510,"8,470",875,1.167
5099,97年,臺北市,"867,137","385,237","17,069","387,315","77,516",0.902
5100,"108年 11月",嘉義市,"11,688","4,187",148,"6,836",517,1.455
5101,"108年 11月",金門縣,"2,437",617,45,"1,337",438,0.58
5102,97年,桃園市,"620,426","352,021","7,310","195,319","65,776",0.871
5103,97年,臺中市,"741,912","407,162","15,955","241,407","77,388",0.776
5104,"108年 11月",連江縣,794,158,48,300,287,2.021
5105,97年,臺中市(舊),"311,717","141,324","3,676","127,888","38,829",0.804
5106,"108年 12月",新北市,"149,030","51,348","4,365","83,010","10,307",1.197
5107,97年,臺中縣,"430,195","265,838","12,279","113,520","38,558",0.756
5108,"108年 12月",臺北市,"67,309","21,747",921,"39,849","4,792",0.821
5109,97年,臺南市,"698,501","360,953","14,215","250,235","73,098",1.02
5110,"108年 12月",桃園市,"104,147","39,080",14,"62,179","2,874",1.495
5111,97年,臺南市(舊),"356,107","148,315","4,007","156,244","47,540",1.269
5112,"108年 12月",臺中市,"105,559","54,690","1,202","45,713","3,954",1.21
5113,97年,臺南縣,"342,395","212,638","10,208","93,991","25,557",0.847
5114,"108年 12月",臺南市,"87,975","31,891","1,999","49,185","4,900",1.509
5115,97年,高雄市,"1,055,667","569,588","20,833","386,860","78,386",1.042
5116,"108年 12月",高雄市,"106,665","47,957",983,"55,425","2,300",1.241
5117,97年,高雄市(舊),"586,628","303,419","11,731","226,935","44,542",1.052
5118,"108年 12月",宜蘭縣,"15,457","6,245",418,"7,926",867,1.098
5119,97年,高雄縣,"469,039","266,169","9,102","159,925","33,844",1.03
5120,"108年 12月",新竹縣,"19,453","7,491",186,"11,068",709,1.113
5121,97年,宜蘭縣,"164,371","75,267","4,442","56,966","27,695",0.975
5122,"108年 12月",苗栗縣,"24,437","7,882",416,"14,882","1,257",1.445
5123,97年,新竹縣,"146,279","83,784","1,422","48,648","12,424",0.8
5124,"108年 12月",彰化縣,"48,230","22,579",726,"23,465","1,459",1.222
5125,97年,苗栗縣,"165,080","102,402","2,307","48,737","11,635",0.805
5126,"108年 12月",南投縣,"16,819","7,697",98,"8,350",673,1.098
5127,97年,彰化縣,"417,289","255,316","8,262","105,758","47,954",0.868
5128,"108年 12月",雲林縣,"20,650","9,041",159,"10,205","1,246",0.978
5129,"108年 12月",嘉義縣,"16,320","6,178",122,"9,082",938,1.046
5130,97年,南投縣,"162,220","90,641","1,825","51,915","17,839",0.833
5131,"108年 12月",屏東縣,"28,313","10,920",355,"16,089",948,1.115
5132,97年,雲林縣,"180,792","124,433","6,437","31,726","18,196",0.682
5133,"108年 12月",臺東縣,"7,377","3,007",47,"3,904",419,1.097
5134,97年,嘉義縣,"173,916","127,330","3,034","32,933","10,619",0.864
5135,"108年 12月",花蓮縣,"10,655","4,747",28,"5,361",519,1.053
5136,97年,屏東縣,"291,011","197,877","3,540","63,103","26,490",0.896
5137,"108年 12月",澎湖縣,"3,889","1,605",46,"1,913",325,1.192
5138,97年,臺東縣,"67,883","43,498","2,454","18,026","3,905",0.797
5139,"108年 12月",基隆市,"16,692","7,322",272,"8,485",613,1.46
5140,97年,花蓮縣,"109,956","56,247","1,834","40,066","11,809",0.877
5141,"108年 12月",新竹市,"15,915","6,298",350,"8,364",903,1.144
5142,97年,澎湖縣,"31,986","19,144",141,"9,704","2,997",0.941
5143,"108年 12月",嘉義市,"11,640","4,376",112,"6,626",526,1.403
5144,97年,基隆市,"134,383","69,212","4,854","47,625","12,692",0.942
5145,"108年 12月",金門縣,"2,506",627,54,"1,375",450,0.577
5146,97年,新竹市,"149,124","77,202","2,174","56,638","13,109",1.013
5147,97年,嘉義市,"110,861","68,161","4,408","28,845","9,447",1.108
5148,"108年 12月",連江縣,823,187,48,299,289,2.029
5149,97年,金門縣,"17,166","10,978",116,"4,906","1,167",0.565
5150,97年,連江縣,"10,929","3,016","1,966","2,700","3,246",3.031
5151,"97年 1月",新北市,"116,529","73,318","6,268","30,099","6,845",0.989
5152,"97年 1月",臺北市,"86,806","39,794","1,981","38,948","6,084",1.065
5153,"97年 1月",桃園市,"54,890","32,172",916,"15,764","6,038",0.915
5154,"97年 1月",臺中市,"64,043","37,256","1,020","19,526","6,241",0.794
5155,"97年 1月",臺中市(舊),"26,731","12,591",249,"10,794","3,097",0.82
5156,"97年 1月",臺中縣,"37,312","24,665",770,"8,733","3,144",0.776
5157,"97年 1月",臺南市,"62,300","32,062","1,580","22,068","6,589",1.075
5158,"97年 1月",臺南市(舊),"33,309","13,190",521,"14,907","4,691",1.405
5159,"97年 1月",臺南縣,"28,991","18,872","1,060","7,161","1,899",0.846
5160,"97年 1月",高雄市,"90,888","50,915","2,346","30,968","6,659",1.06
5161,"97年 1月",高雄市(舊),"50,225","26,617","1,207","18,385","4,017",1.065
5162,"97年 1月",高雄縣,"40,663","24,299","1,139","12,583","2,642",1.054
5163,"97年 1月",宜蘭縣,"14,149","6,721",388,"4,728","2,312",0.991
5164,"97年 1月",新竹縣,"12,159","6,904",190,"4,004","1,060",0.791
5165,"97年 1月",苗栗縣,"15,081","9,381",251,"4,470",979,0.868
5166,"97年 1月",彰化縣,"37,440","23,325",967,"8,738","4,410",0.919
5167,"97年 1月",南投縣,"14,504","8,087",195,"4,727","1,495",0.878
5168,"97年 1月",雲林縣,"16,197","11,130",585,"3,043","1,439",0.72
5169,"97年 1月",嘉義縣,"15,097","11,309",245,"2,623",920,0.883
5170,"97年 1月",屏東縣,"25,579","18,002",189,"5,200","2,188",0.928
5171,"97年 1月",臺東縣,"5,958","3,756",108,"1,710",384,0.823
5172,"97年 1月",花蓮縣,"9,642","4,941",139,"3,354","1,209",0.906
5173,"97年 1月",澎湖縣,"2,746","1,648",7,842,249,0.959
5174,"97年 1月",基隆市,"12,231","6,187",632,"4,231","1,181",1.011
5175,"97年 1月",新竹市,"16,331","9,943",344,"4,933","1,111",1.319
5176,"97年 1月",嘉義市,"9,694","6,052",395,"2,472",775,1.145
5177,"97年 1月",金門縣,"1,512",940,10,476,86,0.597
5178,"97年 1月",連江縣,958,292,168,207,292,3.106
5179,"97年 2月",新北市,"111,729","70,007","3,328","31,232","7,163",1.013
5180,"97年 2月",臺北市,"74,294","34,842",795,"33,267","5,389",0.974
5181,"97年 2月",桃園市,"52,410","30,764",583,"15,341","5,721",0.933
5182,"97年 2月",臺中市,"61,567","36,497","1,012","18,219","5,840",0.815
5183,"97年 2月",臺中市(舊),"25,326","12,139",124,"10,190","2,873",0.83
5184,"97年 2月",臺中縣,"36,242","24,358",888,"8,029","2,967",0.805
5185,"97年 2月",臺南市,"58,991","30,388","1,431","20,697","6,474",1.088
5186,"97年 2月",臺南市(舊),"30,778","11,940",394,"13,714","4,730",1.387
5187,"97年 2月",臺南縣,"28,213","18,449","1,037","6,983","1,745",0.88
5188,"97年 2月",高雄市,"88,473","48,224","1,979","31,813","6,458",1.103
5189,"97年 2月",高雄市(舊),"49,110","25,176","1,133","18,998","3,804",1.113
5190,"97年 2月",高雄縣,"39,364","23,048",846,"12,815","2,655",1.091
5191,"97年 2月",宜蘭縣,"14,379","6,594",476,"4,911","2,399",1.077
5192,"97年 2月",新竹縣,"12,770","7,281",204,"4,211","1,074",0.887
5193,"97年 2月",苗栗縣,"15,306","9,879",210,"4,276",942,0.942
5194,"97年 2月",彰化縣,"38,501","23,447","1,101","8,883","5,070",1.01
5195,"97年 2月",南投縣,"15,043","8,446",198,"4,839","1,560",0.974
5196,"97年 2月",雲林縣,"16,570","11,634",366,"3,039","1,530",0.788
5197,"97年 2月",嘉義縣,"15,049","11,263",219,"2,625",942,0.942
5198,"97年 2月",屏東縣,"25,481","17,885",181,"5,285","2,129",0.988
5199,"97年 2月",臺東縣,"5,882","3,833",167,"1,566",316,0.869
5200,"97年 2月",花蓮縣,"9,885","5,229",142,"3,464","1,050",0.993
5201,"97年 2月",澎湖縣,"2,578","1,533",8,813,224,0.967
5202,"97年 2月",基隆市,"11,835","6,408",550,"3,686","1,192",1.046
5203,"97年 2月",新竹市,"11,623","6,077",192,"4,295","1,059",1.003
5204,"97年 2月",嘉義市,"9,106","5,706",415,"2,172",813,1.149
5205,"97年 2月",金門縣,"1,499",982,11,417,89,0.63
5206,"97年 2月",連江縣,851,243,168,221,219,2.948
5207,"97年 3月",新北市,"105,527","64,821","2,978","30,419","7,308",0.895
5208,"97年 3月",臺北市,"71,112","31,092","1,073","33,208","5,739",0.872
5209,"97年 3月",桃園市,"50,254","29,443",513,"14,973","5,325",0.836
5210,"97年 3月",臺中市,"57,578","32,783",914,"17,545","6,336",0.713
5211,"97年 3月",臺中市(舊),"24,107","11,172",155,"9,761","3,018",0.738
5212,"97年 3月",臺中縣,"33,471","21,611",759,"7,784","3,318",0.696
5213,"97年 3月",臺南市,"56,822","29,576","1,203","19,909","6,134",0.98
5214,"97年 3月",臺南市(舊),"30,375","12,660",281,"13,115","4,320",1.28
5215,"97年 3月",臺南縣,"26,447","16,916",922,"6,794","1,815",0.772
5216,"97年 3月",高雄市,"85,438","46,122","1,628","31,029","6,659",0.997
5217,"97年 3月",高雄市(舊),"47,224","24,122",939,"18,191","3,971",1.001
5218,"97年 3月",高雄縣,"38,214","22,000",689,"12,837","2,688",0.991
5219,"97年 3月",宜蘭縣,"12,761","5,604",324,"4,568","2,265",0.894
5220,"97年 3月",新竹縣,"12,356","7,117",120,"4,039","1,080",0.802
5221,"97年 3月",苗栗縣,"13,935","8,649",153,"4,189",943,0.802
5222,"97年 3月",彰化縣,"33,982","20,323",676,"8,336","4,647",0.834
5223,"97年 3月",南投縣,"13,317","7,268",89,"4,429","1,532",0.807
5224,"97年 3月",雲林縣,"14,379","10,131",305,"2,430","1,513",0.639
5225,"97年 3月",嘉義縣,"13,961","10,175",261,"2,610",914,0.818
5226,"97年 3月",屏東縣,"23,396","16,142",110,"4,831","2,314",0.849
5227,"97年 3月",臺東縣,"6,157","3,607",161,"2,018",372,0.851
5228,"97年 3月",花蓮縣,"8,790","4,518",89,"3,208",976,0.826
5229,"97年 3月",澎湖縣,"2,719","1,676",6,816,221,0.955
5230,"97年 3月",基隆市,"10,754","5,430",389,"3,786","1,150",0.89
5231,"97年 3月",新竹市,"11,768","5,665",116,"4,868","1,119",0.949
5232,"97年 3月",嘉義市,"8,354","5,452",322,"1,820",760,0.986
5233,"97年 3月",金門縣,"1,363",888,9,374,93,0.535
5234,"97年 3月",連江縣,922,273,163,204,282,2.983
5235,"97年 4月",新北市,"105,560","63,637","3,076","31,559","7,288",0.925
5236,"97年 4月",臺北市,"69,310","30,415","1,139","31,418","6,338",0.878
5237,"97年 4月",桃園市,"49,613","29,408",617,"14,245","5,343",0.852
5238,"97年 4月",臺中市,"58,671","32,719",848,"18,786","6,318",0.75
5239,"97年 4月",臺中市(舊),"24,951","11,605",118,"10,171","3,058",0.789
5240,"97年 4月",臺中縣,"33,720","21,115",730,"8,615","3,260",0.724
5241,"97年 4月",臺南市,"56,518","28,593","1,137","20,613","6,175",1.007
5242,"97年 4月",臺南市(舊),"30,203","11,875",338,"13,643","4,347",1.314
5243,"97年 4月",臺南縣,"26,316","16,718",799,"6,971","1,828",0.794
5244,"97年 4月",高雄市,"86,494","46,403","1,723","31,580","6,788",1.042
5245,"97年 4月",高雄市(舊),"48,069","24,403",992,"18,599","4,075",1.053
5246,"97年 4月",高雄縣,"38,425","22,000",730,"12,981","2,714",1.03
5247,"97年 4月",宜蘭縣,"12,728","5,517",412,"4,521","2,279",0.921
5248,"97年 4月",新竹縣,"12,367","7,158",127,"4,000","1,082",0.828
5249,"97年 4月",苗栗縣,"13,874","8,593",139,"4,143",999,0.826
5250,"97年 4月",彰化縣,"33,368","20,625",657,"8,597","3,490",0.847
5251,"97年 4月",南投縣,"13,282","7,132",81,"4,593","1,476",0.832
5252,"97年 4月",雲林縣,"15,180","10,319",410,"2,797","1,654",0.698
5253,"97年 4月",嘉義縣,"14,487","10,633",276,"2,695",883,0.878
5254,"97年 4月",屏東縣,"23,595","16,490",135,"4,635","2,334",0.885
5255,"97年 4月",臺東縣,"5,489","3,523",116,"1,450",400,0.784
5256,"97年 4月",花蓮縣,"8,815","4,564",147,"3,209",896,0.857
5257,"97年 4月",澎湖縣,"2,721","1,629",6,804,282,0.982
5258,"97年 4月",基隆市,"10,889","5,575",545,"3,714","1,054",0.931
5259,"97年 4月",新竹市,"12,247","5,950",139,"5,109","1,049",1.019
5260,"97年 4月",嘉義市,"8,517","5,481",353,"1,827",856,1.038
5261,"97年 4月",金門縣,"1,440",942,8,394,95,0.581
5262,"97年 4月",連江縣,872,273,154,201,243,2.911
5263,"97年 5月",新北市,"112,005","68,014","3,399","33,154","7,438",0.949
5264,"97年 5月",臺北市,"73,494","32,240","1,293","31,768","8,192",0.901
5265,"97年 5月",桃園市,"53,368","29,895",531,"17,662","5,280",0.886
5266,"97年 5月",臺中市,"62,730","35,196",923,"19,548","7,063",0.776
5267,"97年 5月",臺中市(舊),"25,942","11,917",108,"10,364","3,552",0.793
5268,"97年 5月",臺中縣,"36,788","23,279",815,"9,184","3,511",0.764
5269,"97年 5月",臺南市,"61,443","31,120","1,101","22,805","6,417",1.059
5270,"97年 5月",臺南市(舊),"32,586","13,017",311,"14,892","4,366",1.371
5271,"97年 5月",臺南縣,"28,857","18,103",790,"7,913","2,051",0.843
5272,"97年 5月",高雄市,"89,791","49,079","1,518","32,280","6,913",1.047
5273,"97年 5月",高雄市(舊),"50,410","26,210",818,"19,204","4,178",1.068
5274,"97年 5月",高雄縣,"39,381","22,869",700,"13,077","2,735",1.022
5275,"97年 5月",宜蘭縣,"13,400","6,050",375,"4,656","2,319",0.938
5276,"97年 5月",新竹縣,"12,541","7,255",137,"4,115","1,034",0.812
5277,"97年 5月",苗栗縣,"14,325","8,892",183,"4,173","1,076",0.825
5278,"97年 5月",彰化縣,"35,528","22,244",505,"8,936","3,843",0.873
5279,"97年 5月",南投縣,"14,157","7,881",84,"4,651","1,542",0.858
5280,"97年 5月",雲林縣,"15,564","10,798",343,"2,679","1,744",0.692
5281,"97年 5月",嘉義縣,"14,715","10,785",236,"2,787",907,0.864
5282,"97年 5月",屏東縣,"23,939","16,858",153,"4,605","2,323",0.87
5283,"97年 5月",臺東縣,"5,663","3,722",119,"1,470",352,0.784
5284,"97年 5月",花蓮縣,"9,229","4,734",181,"3,341",972,0.868
5285,"97年 5月",澎湖縣,"2,873","1,751",6,836,281,1.003
5286,"97年 5月",基隆市,"11,347","5,858",424,"3,997","1,068",0.939
5287,"97年 5月",新竹市,"12,096","6,166",107,"4,663","1,160",0.972
5288,"97年 5月",嘉義市,"8,953","5,936",358,"1,711",947,1.056
5289,"97年 5月",金門縣,"1,412",907,8,392,105,0.549
5290,"97年 5月",連江縣,899,282,154,206,258,2.909
5291,"97年 6月",新北市,"112,055","66,183","3,365","34,436","8,070",0.98
5292,"97年 6月",臺北市,"70,531","31,197","1,249","30,574","7,512",0.894
5293,"97年 6月",桃園市,"54,086","30,821",652,"17,342","5,272",0.927
5294,"97年 6月",臺中市,"61,416","34,177",967,"19,468","6,804",0.784
5295,"97年 6月",臺中市(舊),"25,766","11,665",370,"10,281","3,450",0.813
5296,"97年 6月",臺中縣,"35,650","22,511",598,"9,187","3,354",0.765
5297,"97年 6月",臺南市,"60,069","30,302",992,"22,546","6,230",1.07
5298,"97年 6月",臺南市(舊),"30,400","12,621",275,"13,458","4,047",1.321
5299,"97年 6月",臺南縣,"29,669","17,681",717,"9,087","2,183",0.895
5300,"97年 6月",高雄市,"88,978","49,286","1,613","31,666","6,414",1.072
5301,"97年 6月",高雄市(舊),"49,215","26,430",927,"18,051","3,807",1.077
5302,"97年 6月",高雄縣,"39,763","22,856",686,"13,615","2,607",1.066
5303,"97年 6月",宜蘭縣,"13,962","6,613",272,"4,764","2,313",1.01
5304,"97年 6月",新竹縣,"12,671","7,146",140,"4,350","1,036",0.846
5305,"97年 6月",苗栗縣,"14,447","8,901",184,"4,289","1,073",0.86
5306,"97年 6月",彰化縣,"34,712","21,379",448,"9,033","3,851",0.881
5307,"97年 6月",南投縣,"13,910","7,612",81,"4,702","1,514",0.872
5308,"97年 6月",雲林縣,"15,001","10,324",378,"2,625","1,673",0.689
5309,"97年 6月",嘉義縣,"14,664","10,609",335,"2,842",878,0.89
5310,"97年 6月",屏東縣,"24,814","17,331",153,"4,987","2,343",0.932
5311,"97年 6月",臺東縣,"5,937","3,765",239,"1,580",354,0.85
5312,"97年 6月",花蓮縣,"9,851","4,917",120,"3,773","1,041",0.958
5313,"97年 6月",澎湖縣,"2,759","1,699",8,810,242,0.994
5314,"97年 6月",基隆市,"11,388","5,867",391,"4,050","1,079",0.975
5315,"97年 6月",新竹市,"13,425","6,300",117,"5,786","1,221",1.113
5316,"97年 6月",嘉義市,"9,280","5,964",375,"2,126",816,1.13
5317,"97年 6月",金門縣,"1,466",945,10,405,105,0.588
5318,"97年 6月",連江縣,884,270,153,192,268,2.961
5319,"97年 7月",新北市,"110,238","65,660","3,320","33,634","7,623",0.933
5320,"97年 7月",臺北市,"70,763","31,665","1,546","30,659","6,893",0.868
5321,"97年 7月",桃園市,"53,289","30,937",688,"16,248","5,416",0.883
5322,"97年 7月",臺中市,"66,237","35,696","2,204","20,970","7,367",0.818
5323,"97年 7月",臺中市(舊),"28,874","12,722",414,"11,568","4,170",0.88
5324,"97年 7月",臺中縣,"37,363","22,973","1,790","9,403","3,197",0.776
5325,"97年 7月",臺南市,"59,937","31,398","1,259","21,119","6,161",1.033
5326,"97年 7月",臺南市(舊),"29,868","12,868",270,"12,885","3,846",1.256
5327,"97年 7月",臺南縣,"30,069","18,531",989,"8,234","2,315",0.878
5328,"97年 7月",高雄市,"90,483","50,484","2,047","31,701","6,250",1.055
5329,"97年 7月",高雄市(舊),"49,935","27,058","1,042","18,104","3,730",1.057
5330,"97年 7月",高雄縣,"40,548","23,426","1,005","13,597","2,520",1.052
5331,"97年 7月",宜蘭縣,"14,025","6,574",309,"4,839","2,303",0.981
5332,"97年 7月",新竹縣,"12,777","7,314",147,"4,276","1,041",0.825
5333,"97年 7月",苗栗縣,"14,172","8,833",199,"4,167",973,0.817
5334,"97年 7月",彰化縣,"35,368","22,023",790,"8,812","3,743",0.869
5335,"97年 7月",南投縣,"14,470","8,069",257,"4,658","1,487",0.878
5336,"97年 7月",雲林縣,"15,873","10,919",664,"2,754","1,536",0.706
5337,"97年 7月",嘉義縣,"15,091","11,078",372,"2,779",862,0.887
5338,"97年 7月",屏東縣,"25,511","17,440",541,"5,398","2,132",0.928
5339,"97年 7月",臺東縣,"5,420","3,544",213,"1,366",297,0.752
5340,"97年 7月",花蓮縣,"9,859","5,017",267,"3,444","1,130",0.929
5341,"97年 7月",澎湖縣,"2,817","1,667",13,843,294,0.98
5342,"97年 7月",基隆市,"11,463","6,001",358,"4,101","1,004",0.95
5343,"97年 7月",新竹市,"12,891","6,467",131,"5,158","1,135",1.033
5344,"97年 7月",嘉義市,"9,786","6,390",403,"2,211",783,1.153
5345,"97年 7月",金門縣,"1,439",947,9,383,100,0.557
5346,"97年 7月",連江縣,910,221,184,238,267,2.961
5347,"97年 8月",新北市,"103,365","59,931","2,545","33,756","7,132",0.874
5348,"97年 8月",臺北市,"68,950","29,746","1,308","31,542","6,354",0.847
5349,"97年 8月",桃園市,"51,334","27,904",577,"17,456","5,398",0.85
5350,"97年 8月",臺中市,"61,439","33,081","1,417","20,524","6,417",0.758
5351,"97年 8月",臺中市(舊),"25,414","11,465",318,"10,346","3,284",0.774
5352,"97年 8月",臺中縣,"36,025","21,615","1,099","10,178","3,132",0.748
5353,"97年 8月",臺南市,"59,819","30,347","1,153","21,921","6,398",1.031
5354,"97年 8月",臺南市(舊),"29,392","12,315",397,"12,556","4,123",1.235
5355,"97年 8月",臺南縣,"30,428","18,032",756,"9,365","2,275",0.889
5356,"97年 8月",高雄市,"87,972","47,122","1,730","32,950","6,170",1.026
5357,"97年 8月",高雄市(舊),"48,768","25,055",990,"19,135","3,588",1.032
5358,"97年 8月",高雄縣,"39,204","22,067",740,"13,815","2,582",1.017
5359,"97年 8月",宜蘭縣,"13,533","6,249",246,"4,737","2,302",0.947
5360,"97年 8月",新竹縣,"11,664","6,729",80,"3,861",995,0.752
5361,"97年 8月",苗栗縣,"13,425","8,377",208,"3,917",923,0.773
5362,"97年 8月",彰化縣,"34,470","20,648",953,"9,092","3,776",0.847
5363,"97年 8月",南投縣,"13,497","7,533",248,"4,228","1,489",0.819
5364,"97年 8月",雲林縣,"14,719","9,963",586,"2,662","1,507",0.655
5365,"97年 8月",嘉義縣,"14,546","10,662",210,"2,845",829,0.855
5366,"97年 8月",屏東縣,"24,650","16,454",527,"5,580","2,088",0.897
5367,"97年 8月",臺東縣,"5,448","3,606",186,"1,373",283,0.756
5368,"97年 8月",花蓮縣,"9,238","4,644",161,"3,450",982,0.871
5369,"97年 8月",澎湖縣,"2,797","1,691",17,858,232,0.972
5370,"97年 8月",基隆市,"10,761","5,522",256,"4,009",974,0.892
5371,"97年 8月",新竹市,"12,417","5,931",147,"5,240","1,099",0.994
5372,"97年 8月",嘉義市,"9,374","5,539",368,"2,702",765,1.104
5373,"97年 8月",金門縣,"1,453",929,10,415,99,0.562
5374,"97年 8月",連江縣,903,253,154,229,267,2.951
5375,"97年 9月",新北市,"107,516","63,363","2,805","33,974","7,374",0.938
5376,"97年 9月",臺北市,"73,212","33,584","1,586","31,463","6,580",0.93
5377,"97年 9月",桃園市,"53,759","29,409",620,"18,216","5,514",0.918
5378,"97年 9月",臺中市,"65,004","34,634","2,054","21,713","6,603",0.829
5379,"97年 9月",臺中市(舊),"26,886","12,241",626,"10,800","3,219",0.846
5380,"97年 9月",臺中縣,"38,117","22,392","1,428","10,913","3,384",0.817
5381,"97年 9月",臺南市,"59,875","31,342","1,098","21,195","6,240",1.066
5382,"97年 9月",臺南市(舊),"29,517","12,819",315,"12,523","3,860",1.282
5383,"97年 9月",臺南縣,"30,358","18,523",783,"8,672","2,380",0.916
5384,"97年 9月",高雄市,"89,348","48,472","1,583","33,084","6,208",1.076
5385,"97年 9月",高雄市(舊),"49,490","26,005",876,"19,152","3,457",1.083
5386,"97年 9月",高雄縣,"39,858","22,467",707,"13,932","2,751",1.069
5387,"97年 9月",宜蘭縣,"15,159","7,412",571,"4,886","2,290",1.096
5388,"97年 9月",新竹縣,"11,873","6,749",87,"4,026","1,011",0.79
5389,"97年 9月",苗栗縣,"13,260","8,004",217,"4,055",984,0.789
5390,"97年 9月",彰化縣,"34,815","21,433",620,"8,926","3,836",0.884
5391,"97年 9月",南投縣,"12,910","7,178",177,"4,114","1,442",0.809
5392,"97年 9月",雲林縣,"15,052","10,312",665,"2,579","1,496",0.693
5393,"97年 9月",嘉義縣,"14,644","10,627",230,"2,912",875,0.89
5394,"97年 9月",屏東縣,"24,812","15,936","1,025","5,576","2,275",0.934
5395,"97年 9月",臺東縣,"5,743","3,709",242,"1,487",305,0.825
5396,"97年 9月",花蓮縣,"9,378","4,743",167,"3,466","1,001",0.914
5397,"97年 9月",澎湖縣,"2,566","1,507",17,782,261,0.92
5398,"97年 9月",基隆市,"11,229","5,842",289,"4,035","1,064",0.962
5399,"97年 9月",新竹市,"12,464","6,588",205,"4,603","1,068",1.03
5400,"97年 9月",嘉義市,"9,945","5,910",455,"2,775",805,1.21
5401,"97年 9月",金門縣,"1,426",911,8,402,106,0.569
5402,"97年 9月",連江縣,934,210,182,204,338,3.162
5403,"97年 10月",新北市,"101,869","60,628","2,603","31,677","6,961",0.859
5404,"97年 10月",臺北市,"73,670","31,476","1,797","34,016","6,380",0.906
5405,"97年 10月",桃園市,"50,779","28,266",611,"16,339","5,564",0.839
5406,"97年 10月",臺中市,"62,889","33,521","1,838","21,488","6,041",0.775
5407,"97年 10月",臺中市(舊),"26,427","11,931",477,"11,068","2,951",0.803
5408,"97年 10月",臺中縣,"36,462","21,590","1,361","10,420","3,091",0.756
5409,"97年 10月",臺南市,"56,048","29,331","1,156","19,971","5,590",0.966
5410,"97年 10月",臺南市(舊),"27,274","11,785",319,"11,969","3,202",1.146
5411,"97年 10月",臺南縣,"28,773","17,546",837,"8,002","2,388",0.84
5412,"97年 10月",高雄市,"86,610","45,661","1,553","33,022","6,374",1.01
5413,"97年 10月",高雄市(舊),"48,397","24,616",910,"19,492","3,379",1.024
5414,"97年 10月",高雄縣,"38,213","21,045",643,"13,530","2,996",0.992
5415,"97年 10月",宜蘭縣,"14,565","6,726",694,"4,810","2,335",1.019
5416,"97年 10月",新竹縣,"12,098","6,885",69,"4,144","1,000",0.778
5417,"97年 10月",苗栗縣,"13,107","8,044",242,"3,869",951,0.755
5418,"97年 10月",彰化縣,"34,049","20,896",585,"8,779","3,789",0.837
5419,"97年 10月",南投縣,"12,998","7,602",138,"3,804","1,455",0.789
5420,"97年 10月",雲林縣,"14,645","10,107",637,"2,444","1,457",0.652
5421,"97年 10月",嘉義縣,"14,426","10,482",210,"2,842",892,0.848
5422,"97年 10月",屏東縣,"23,485","15,235",222,"5,777","2,252",0.856
5423,"97年 10月",臺東縣,"5,767","3,753",395,"1,313",306,0.802
5424,"97年 10月",花蓮縣,"9,342","4,650",197,"3,580",915,0.882
5425,"97年 10月",澎湖縣,"2,566","1,582",23,735,227,0.89
5426,"97年 10月",基隆市,"10,904","5,519",406,"4,008",970,0.904
5427,"97年 10月",新竹市,"11,274","5,903",187,"4,154","1,030",0.9
5428,"97年 10月",嘉義市,"9,715","5,529",389,"3,066",732,1.144
5429,"97年 10月",金門縣,"1,408",889,9,406,104,0.543
5430,"97年 10月",連江縣,"1,030",236,149,370,274,3.378
5431,"97年 11月",新北市,"98,101","56,804","2,336","32,130","6,831",0.854
5432,"97年 11月",臺北市,"66,478","28,594","1,464","30,694","5,726",0.845
5433,"97年 11月",桃園市,"46,862","24,956",454,"16,200","5,252",0.799
5434,"97年 11月",臺中市,"59,182","29,680","1,357","22,090","6,055",0.753
5435,"97年 11月",臺中市(舊),"25,004","10,535",387,"11,119","2,963",0.783
5436,"97年 11月",臺中縣,"34,178","19,145",970,"10,972","3,091",0.732
5437,"97年 11月",臺南市,"52,416","27,244","1,015","18,794","5,363",0.933
5438,"97年 11月",臺南市(舊),"26,163","11,224",282,"11,589","3,068",1.135
5439,"97年 11月",臺南縣,"26,253","16,020",733,"7,205","2,295",0.792
5440,"97年 11月",高雄市,"82,648","41,504","1,535","33,085","6,523",0.995
5441,"97年 11月",高雄市(舊),"46,521","22,572","1,014","19,703","3,233",1.017
5442,"97年 11月",高雄縣,"36,126","18,933",521,"13,383","3,290",0.969
5443,"97年 11月",宜蘭縣,"12,708","5,589",195,"4,645","2,279",0.919
5444,"97年 11月",新竹縣,"11,222","6,431",69,"3,716","1,007",0.745
5445,"97年 11月",苗栗縣,"11,687","7,112",181,"3,528",867,0.695
5446,"97年 11月",彰化縣,"31,348","18,343",530,"8,723","3,751",0.796
5447,"97年 11月",南投縣,"11,595","6,772",129,"3,290","1,404",0.727
